feed_rate,grinder_type,duty_cycle,unit_cost,protein_damage,score
110.25801,0.0,1.0,59.322132,0.0,0.016857114
220.76172,0.0,1.0,59.594837,0.0,0.016779978
486.2812,1.0,1.0,79.14268,0.12,0.012635408
194.2822,0.0,1.0,58.077847,0.0,0.01721827
215.10738,1.0,1.0,80.18034,0.12,0.0124718845
479.39053,2.0,0.3630784,67.80992,0.0,0.014747105
414.94803,2.0,0.25450432,74.177986,0.0,0.013481089
393.3263,2.0,0.055518337,74.391685,0.0,0.013442363
164.86325,0.0,1.0,60.05293,0.0,0.016651977
68.38556,0.0,1.0,61.08374,0.0,0.016370969
422.47668,0.0,1.0,58.94974,0.0,0.016963603
269.80243,1.0,1.0,79.80312,0.12,0.012530838
246.83316,2.0,0.40975857,66.885765,0.0,0.014950864
87.95441,1.0,1.0,81.005066,0.12,0.012344906
243.46979,2.0,0.41857764,70.452614,0.0,0.014193937
248.47168,2.0,0.1661056,68.01364,0.0,0.014702933
363.46854,1.0,1.0,77.37008,0.12,0.012924893
451.1745,0.0,1.0,57.148182,0.0,0.017498368
154.47327,1.0,1.0,80.91075,0.12,0.012359297
304.46832,2.0,0.31353262,67.70164,0.0,0.014770691
419.77747,2.0,0.41703635,72.18622,0.0,0.01385306
73.506714,0.0,1.0,62.301464,0.0,0.016050987
107.130775,0.0,1.0,59.406116,0.0,0.016833283
363.55884,1.0,1.0,79.42053,0.12,0.012591202
307.16302,1.0,1.0,79.62268,0.12,0.012559236
210.97235,1.0,1.0,80.21683,0.12,0.012466213
209.63173,1.0,1.0,80.22895,0.12,0.012464329
490.00726,1.0,1.0,77.07041,0.12,0.012975148
220.54948,2.0,0.4018493,69.93216,0.0,0.014299573
270.40686,2.0,0.4752369,74.56828,0.0,0.013410527
